           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -8686475         -8799774          8601610          8674155       -55338.133       -47479.551
              -17              -18                7         -8694482         -8274075          8410307          8858648       -89518.047       -63942.434
              -16              -18                7         -8640874       -7755648.5          8192660          9120250       -158812.78       -90543.008
              -15              -18                7         -8525649         -7244497          7948667          9458962       -263222.25       -127281.26
              -14              -18                7         -8348807         -6740618          7678329          9874784       -402746.59       -174157.22
              -13              -18                7         -8156450         -6295943        7273892.5         10272051       -507838.69       -286060.75
              -12              -18                7       -7911872.5         -6017291          6812392         10607152       -615714.88       -461345.97
              -11              -18                7       -7589879.5         -5841549          6415140         10930450       -775124.69       -621264.06
              -10              -18                7         -7246567         -5692421        6005874.5         11253813       -938063.19       -768767.56
               -9              -18                7         -6881935         -5569907          5584595         11577240       -1104530.4       -903856.63
               -8              -18                7       -6488392.5         -4449409          4830190         12730571       -1008896.1       -1301443.9
               -7              -18                7         -5866610       -3690626.5        3573953.3         13396979       -1294930.5       -1501347.9
               -6              -18                7         -5173144       -3001462.3          2301188         13923837         -1569641       -1662562.9
               -5              -18                7         -4407995       -2381917.8        1011895.4         14311142       -1833027.5       -1785088.4
               -4              -18                7         -3571163       -1831991.6       -293925.63         14558895       -2085089.6       -1868924.8
               -3              -18                7       -2662647.8       -1351684.1       -1616275.3         14667098       -2325828.5       -1914071.8
               -2              -18                7       -1682449.5       -940995.38       -2955153.5         14635749       -2555242.8       -1920529.5
               -1              -18                7       -663581.31       -677702.69         -4505714         14092354       -2650944.8       -1646515.5
                0              -18                7        397299.19       -354032.78       -6309641.5         13303062       -2459699.5       -1145329.8
                1              -18                7        1188446.6           173655         -7387769         12236656       -2894913.3       -595454.13
                2              -18                7        2076906.3        523044.31         -8447560         11353158       -2888818.8       -521175.31
                3              -18                7        2985521.5           788346         -9452245         10448622       -2811820.5       -481370.06
                4              -18                7          3914292        969559.81        -10401825          9523054       -2663918.5       -476038.47
                5              -18                7        4863218.5        1066686.3        -11296299          8576449         -2445112       -505180.38
                6              -18                7        5832300.5        1079724.9        -12135666        7608810.5       -2155401.8       -568795.75
                7              -18                7        6821538.5        1008675.8        -12919928          6620137       -1794787.8       -666884.81
                8              -18                7          7866394        993983.63        -13332956          5607359       -1389534.9       -707769.44
                9              -18                7          8642592        1116062.9        -13361841          4786369       -1156482.8       -472671.13
               10              -18                7          9208110        1040852.6        -13789557        4118666.8       -980030.44       -254955.73
               11              -18                7          9736533         965226.5        -14149014        3470778.5       -803848.13       -53469.797
               12              -18                7         10229800           887535        -14433054        2847257.5       -630373.25        129460.64
               13              -18                7         10782735        763486.81        -14431689        2405568.5       -543091.25        209655.89
               14              -18                7         11299387        624155.56        -14256434        1780844.9       -471569.94        228656.11
               15              -18                7         11748657        481218.28        -13992561        1237766.8       -379504.47        218981.28
               16              -18                7         12130556        334687.63        -13640139         776483.5       -266883.16        180648.34
               17              -18                7         12445082        184563.77        -13199164        396995.81       -133706.14        113657.27
               18              -18                7         12692235        30846.438        -12669641        99303.484        20026.691        18008.086
              -18              -17                7         -8457003         -8899230          8653992          8250440       -6883.1523        12590.512
              -17              -17                7         -8444486         -8339737          8438234          8391716       -52589.398       -313.13867
              -16              -17                7         -8370352         -7787517          8196130          8610103       -133410.41       -23354.434
              -15              -17                7       -8234601.5       -7242570.5        7927681.5          8905599       -249346.19       -56533.398
              -14              -17                7         -8055204         -6732962          7558309          9198470       -350068.81       -139767.17
              -13              -17                7       -7870125.5         -6274394          7047143          9470772       -409798.94       -289782.84
              -12              -17                7         -7675140         -5846448        6448716.5          9788966       -465907.25        -475762.5
              -11              -17                7         -7374580         -5609182        5944305.5         10109742          -605291       -647765.88
              -10              -17                7       -7028717.5         -5441061        5467739.5         10423960       -770322.44       -799253.56
               -9              -17                7         -6661535         -5299553          4979160         10738244       -938882.69       -938326.94
               -8              -17                7         -6416442         -3748823          4278979         11962672       -776403.75       -1683662.3
               -7              -17                7         -6072957       -2673368.8        3204220.8         12870084       -1003521.8       -2364184.8
               -6              -17                7         -5432922       -2088384.5        1791842.4         13464996       -1399153.8       -2760044.8
               -5              -17                7       -4721201.5       -1573018.5        362934.94         13920356       -1783462.1       -3117215.5
               -4              -17                7       -3937798.8       -1127271.3         -1082500         14236166       -2156446.3       -3435697.5
               -3              -17                7       -3082712.8       -751142.94       -2544463.8         14412423       -2518106.5       -3715489.5
               -2              -17                7       -2164699.5       -793075.31       -4475711.5         13739016         -2763612       -2690647.8
               -1              -17                7       -1203927.3       -672283.56         -6399438         13073797       -2758314.5       -1487329.6
                0              -17                7       -95843.414       -443765.97       -8249902.5         12582397         -2613974       -1473395.1
                1              -17                7        908206.88       -40574.094         -9323518         11687168       -2824217.3       -1116059.1
                2              -17                7        1921571.9        253118.13        -10323774         10821827       -2828849.5       -1016232.6
                3              -17                7        2955092.3        462722.63        -11268924          9935451       -2762577.5       -950879.56
                4              -17                7          4008768         588239.5        -12158968          9028040         -2625402       -919999.88
                5              -17                7        5082600.5         629668.5        -12993907          8099594       -2417322.3          -923594
                6              -17                7          6176587        587010.13        -13773738        7150114.5         -2138339       -961661.75
                7              -17                7          7290732        460263.88        -14498465          6179597       -1788451.3       -1034202.9
                8              -17                7          8507363        823139.13        -13999926        5268627.5       -1507720.3        -748329.5
                9              -17                7          9375711          1175606        -13504681          4374466       -1283877.3       -486746.25
               10              -17                7          9892488        1103955.8        -13865909        3735048.8       -1084597.6       -280520.72
               11              -17                7         10372172        1031889.6        -14158880        3115445.8       -885588.06       -90524.797
               12              -17                7         10826721        937698.25        -14181126        2630474.3       -755124.63        33574.742
               13              -17                7         11306266           851163        -14112289        2218314.8       -653535.94        110085.68
               14              -17                7         11814360        779132.63        -14005444        1853276.9       -565224.19        149193.33
               15              -17                7         12271921           665036        -13754723          1358417       -487809.09        139971.11
               16              -17                7         12658005         541825.5        -13405972           923417       -391297.19        100398.65
               17              -17                7         12976718        415021.81        -12968672         570212.5        -274229.5        32168.055
               18              -17                7         13228057        284624.66        -12442821        298803.44       -136606.02       -64720.656
              -18              -16                7         -8204491         -9098350          8630226          7807639        80245.961        67813.805
              -17              -16                7         -8171448         -8505061          8390012          7905700        23013.363        58469.461
              -16              -16                7       -8076789.5         -7919047        8123453.5        8080870.5       -69333.953        38987.406
              -15              -16                7         -7910510         -7344641          7788958          8269256       -165579.05       -15660.211
              -14              -16                7         -7712505         -6799265          7343090          8451440       -238419.47       -123394.69
              -13              -16                7       -7504593.5       -6284512.5        6809961.5          8679518       -307637.94       -267092.91
              -12              -16                7       -7286774.5         -5800381          6189571          8953486       -373234.41       -446754.94
              -11              -16                7         -7055813         -5354206          5488467          9272204       -438450.03        -660185.5
              -10              -16                7       -6707400.5         -5167091          4944601          9577279       -605574.44        -815657.5
               -9              -16                7         -6348689         -4857320          4372870          9950686       -742842.13       -1027016.5
               -8              -16                7       -6167724.5       -3250978.3          3588245         10842842       -748409.63       -1982981.8
               -7              -16                7         -6135418       -1879057.3          2703338         11481984       -1097759.5       -3108513.8
               -6              -16                7       -5755978.5       -1163787.1        1347256.5         12066311       -1633248.5       -3934886.8
               -5              -16                7         -5097688       -752600.38       -221263.89         12589726         -2138478       -4526702.5
               -4              -16                7       -4383360.5       -686077.81         -2107694         12739763       -2526413.8         -4566818
               -3              -16                7       -3497890.8       -814048.25       -4197885.5         12546477       -2738524.5       -3776251.3
               -2              -16                7       -2383590.8       -779199.25       -6117982.5         12279413         -2871672         -2625450
               -1              -16                7       -1512249.5       -557905.31         -8006257         12199637       -2629058.8       -1825173.3
                0              -16                7        -556250.5       -507560.25         -9678450         11779864         -2657096       -1753284.5
                1              -16                7        809657.06       -273280.66        -11086696         10989965       -2605650.3         -1688907
                2              -16                7        1947927.5       -35285.688        -12027417         10142780       -2621008.5       -1563532.8
                3              -16                7        3106353.8         118621.7        -12913032          9274563       -2565463.5         -1472632
                4              -16                7        4284935.5        188441.42        -13743542          8385310       -2439014.5       -1416204.8
                5              -16                7        5483672.5        174173.28        -14518944        7475021.5         -2241661         -1394251
                6              -16                7        6702565.5        75817.641        -15239242          6543699       -1973404.3       -1406770.8
                7              -16                7        8054759.5        224911.97        -15249404        5727702.5       -1714095.8       -1170486.4
                8              -16                7          9236424        636752.69        -14673608          4922619         -1528024        -811472.5
                9              -16                7         10122906        1151444.4        -13862779          4037582       -1390421.4       -497902.56
               10              -16                7         10623798        1173308.6        -13979512        3382825.5       -1184061.6       -291109.97
               11              -16                7         11015803        1101163.3        -14045207          2860489       -1009349.5        -132900.8
               12              -16                7         11393414        1037636.3        -13946906        2430737.5       -880176.81       -22670.484
               13              -16                7         11799569        988613.94        -13810596        2048107.5       -764281.25        50156.313
               14              -16                7         12234275        954096.44        -13636280          1712599       -661662.69        85579.727
               15              -16                7         12697526        934083.75        -13423955          1424212       -572321.38        83599.695
               16              -16                7         13100720        851975.81        -13094100          1052466       -490057.19        43789.031
               17              -16                7         13423618        748492.25        -12660472        725544.81       -389098.88       -25681.094
               18              -16                7         13679145        641415.38        -12138294        480418.81       -267584.78       -123809.31
              -18              -15                7         -7928937         -9397130          8530312          7345751        206049.06        118190.38
              -17              -15                7       -7875369.5         -8770049        8265642.5          7400596        137290.22        112405.27
              -16              -15                7         -7722367         -8130978        7965837.5          7484407        45630.359        86259.773
              -15              -15                7       -7511436.5         -7498795        7585267.5          7576475        -40320.25        20806.672
              -14              -15                7         -7290598         -6897234          7117437        7714434.5       -122648.83       -80610.188
              -13              -15                7         -7059853         -6326296          6562346          7898287       -201355.58       -217990.88
              -12              -15                7         -6819200       -5785978.5          5919994          8128031       -276440.34       -391335.28
