           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          1751351        4076036.5        558822.75        -52941.32       -125438.38       -298413.81
              -17              -18                7        1866818.8        4021511.5        1582636.9       -197431.25       -294934.81       -878072.25
              -16              -18                7        1948397.8          3971483          2620466       -373269.69       -500931.22       -1463699.3
              -15              -18                7        1996087.8        3925950.5        3672309.5       -580456.88       -743427.31       -2055294.8
              -14              -18                7        2009888.9        3884914.3          4738169       -818992.69       -1022423.4         -2652859
              -13              -18                7        1826033.8        3855189.5          5542146       -1011445.7       -1494923.3         -3210736
              -12              -18                7        1431160.1        3810161.3          5813514       -1144794.3       -1950609.6       -3748920.5
              -11              -18                7        929820.88        3746709.8          5841545       -1287487.4         -2237524         -4302536
              -10              -18                7        357552.97        3682106.5        5846616.5       -1440392.8       -2491077.3       -4854958.5
               -9              -18                7       -285643.75        3616351.3        5828726.5         -1603510         -2711269         -5406188
               -8              -18                7         970689.5        3232293.3          8438422         -1792783       -3381621.5         -5860314
               -7              -18                7        1247577.8        2923641.5          9530350       -2212131.3       -3887522.5       -6585996.5
               -6              -18                7        1364553.3          2590536         10555068       -2564571.5       -4293858.5       -7227941.5
               -5              -18                7        1321616.6        2232976.3         11512573       -2850103.5         -4600631         -7786147
               -4              -18                7        1118767.3        1850962.6         12402865       -3068726.3       -4807840.5         -8260614
               -3              -18                7        756005.38          1444495         13225949       -3220441.8       -4915485.5         -8651343
               -2              -18                7        233331.03        1013573.3         13981821       -3305248.3       -4923566.5         -8958333
               -1              -18                7       -416740.97        592952.44         13728982       -3268760.5         -4489432         -9187516
                0              -18                7       -545476.81        95924.641         13410303         -3247971       -3783492.5         -9287968
                1              -18                7       -192530.13       -498065.22         12510786         -3182465       -2435923.5         -9270429
                2              -18                7        -185165.5       -1028821.1         12053469         -3108251       -2186861.5         -9037515
                3              -18                7       -278211.06       -1505734.8         11560794       -3001822.3       -2056686.1         -8715065
                4              -18                7       -471666.91       -1928806.4         11032762       -2863176.8       -2045396.4         -8303080
                5              -18                7       -765533.31       -2298036.8         10469372       -2692315.8         -2152992         -7801559
                6              -18                7       -1159809.3       -2613424.3          9870622       -2489238.5       -2379472.5       -7210502.5
                7              -18                7       -1654496.5       -2874970.5          9236518       -2253945.5       -2724839.8         -6529909
                8              -18                7       -1928537.4         -3083065        8310615.5       -2057245.8         -2849057       -5889492.5
                9              -18                7       -1584943.5       -3268561.8        7319134.5       -1902315.8       -2300100.8       -5461793.5
               10              -18                7       -1577779.5       -3454403.5        6850282.5       -1646688.3       -2005304.5         -4922634
               11              -18                7       -1580605.3         -3623873        6384264.5       -1405354.9         -1700419         -4374241
               12              -18                7       -1599115.1       -3775192.8          5925331       -1180059.6         -1386638       -3816840.5
               13              -18                7       -1832170.4       -3857903.3        5601469.5       -1024033.7       -1086464.1         -3263489
               14              -18                7       -1864162.5         -3915994        4526125.5       -743448.75          -937983       -2655690.3
               15              -18                7       -1889448.8       -3964549.8          3481963       -503489.28        -772722.5       -2055094.4
               16              -18                7       -1908163.5       -4003580.8        2469443.8        -304246.5       -590573.63       -1461737.8
               17              -18                7       -1920306.3         -4033086        1488568.6       -145720.33       -391536.59       -875620.13
