           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        232299.94       -32024.039          9643006        3780159.5        1952577.8       -4347636.5
              -17              -18                7        262464.56        27929.578          9781214        3844629.3        1971438.8         -4361920
              -16              -18                7        280721.09         75741.75          9872648          3885782        1972614.1       -4345397.5
              -15              -18                7        287069.56        111412.47          9917307        3903617.3          1956104       -4298067.5
              -14              -18                7        281510.03         134941.8          9915190        3898134.5        1921908.4         -4219931
              -13              -18                7        272853.69        126117.25          9809279        3860555.8        1883105.8         -4104844
              -12              -18                7        283658.41        57061.289          9585425        3764746.3          1846242       -3953623.8
              -11              -18                7        296576.09       -49744.754          9294487        3624065.5        1804002.5         -3771981
              -10              -18                7        295220.31       -162746.53          8940823        3463618.5        1754234.4         -3568043
               -9              -18                7        279591.41       -281944.28          8524433        3283405.5        1696937.5       -3341809.3
               -8              -18                7        282946.38       -181985.47          8528878        3419971.3        1335601.9       -3142603.5
               -7              -18                7        313207.81       -192030.84        7715471.5        3055719.5        1155846.9       -2929016.5
               -6              -18                7           349479       -213656.25          6844135        2685415.5        948638.06       -2674330.5
               -5              -18                7        391760.03       -246862.06          5914866        2309058.5        713975.88       -2378546.5
               -4              -18                7           440051       -291648.19          4927666        1926648.3        451860.19       -2041663.9
               -3              -18                7        494351.72       -348014.63        3882534.3        1538184.9        162291.03       -1663682.9
               -2              -18                7        554662.31       -415961.38          2779471        1143668.8       -154731.69       -1244603.6
               -1              -18                7        525312.13       -474017.97        1465867.3        566080.75        -195827.3       -685740.13
                0              -18                7        558137.94          -417513       -84604.727       -205853.52        77811.352         43606.59
                1              -18                7        410766.38       -443176.56       -1286098.6       -699795.25       -196327.17        475017.88
                2              -18                7        322357.53       -437637.56       -2433774.3       -1181769.5        -373558.5        940506.88
                3              -18                7        241174.52       -418267.81       -3529971.8       -1638728.1       -549805.25        1378971.8
                4              -18                7        167217.67        -385067.5         -4574691       -2070671.3       -725067.44        1790411.9
                5              -18                7         100486.8       -338036.38         -5567933         -2477599       -899345.44        2174828.3
                6              -18                7        40981.773       -277174.75         -6509697       -2859511.3       -1072638.8        2532219.8
                7              -18                7       -11297.172       -202482.28       -7399983.5       -3216408.5       -1244947.8        2862587.5
                8              -18                7        74910.875       -127595.04         -8074842       -3496698.8       -1408524.4        3145359.5
                9              -18                7        254492.08       -106163.09         -8391205       -3592084.5       -1527969.1        3363396.3
               10              -18                7         226321.8       -78522.578         -8813540         -3683769       -1634500.5        3585707.5
               11              -18                7        188259.61           -46831         -9182967       -3763438.5       -1730385.3          3788953
               12              -18                7         141699.8       -12401.129         -9499187       -3832006.5       -1815815.3        3973423.8
               13              -18                7           137664       -12422.053         -9753669       -3915201.8       -1890909.6        4144139.3
               14              -18                7        122886.73       -37914.023         -9835860       -3933384.5       -1976203.9          4267977
               15              -18                7        106358.84       -70206.336         -9865186       -3929534.5       -2026550.4          4351632
               16              -18                7        88087.453       -109281.95         -9841718       -3903679.3       -2041925.8          4395111
               17              -18                7        68072.555       -155140.72         -9765458       -3855818.5         -2022330        4398414.5
               18              -18                7        46314.156       -207782.78         -9636404       -3785951.8       -1967762.9          4361543
              -18              -17                7           428089        90447.633          9559928        3561621.5        2459443.3       -4141607.5
              -17              -17                7        489300.78        143891.11          9680144        3615818.3          2478566       -4154375.5
              -16              -17                7         538604.5        185193.16          9753584          3646697        2480003.5         -4136336
              -15              -17                7        576000.19        214353.72          9780248        3654258.8        2463755.5       -4087490.5
              -14              -17                7        630186.75        208015.66          9727880        3631105.5        2441080.5       -4000229.5
              -13              -17                7           704836         180226.5          9585010          3582803          2414456       -3887697.5
              -12              -17                7        775143.25        156572.72          9377198        3517808.5          2374479       -3760944.8
              -11              -17                7        830311.19        76363.727          9092706          3393504          2325333       -3589156.3
              -10              -17                7        869399.06        -24933.48          8742167          3238540        2269152.5       -3387805.8
               -9              -17                7        894213.63       -132426.55          8328903        3063810.5        2205443.3       -3164159.8
               -8              -17                7        859826.38        2965.3438          8623814        3400146.8        1582432.3       -3105649.5
