           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        7444414.5       -10701.028        -10720214        6379.7686        9436.3047       -32.741623
              -17              -18                7        7278546.5       -10483.897        -10745082        6160.4805        233199.88       -81.328468
              -16              -18                7          7078851       -10227.314        -10749528        5952.2939        484343.22       -137.18057
              -15              -18                7        6845326.5       -9931.2773        -10733555        5755.2124        762866.38       -200.29774
              -14              -18                7        6577972.5       -9595.7871        -10697160        5569.2324        1068769.4       -270.68015
              -13              -18                7        6332180.5       -9266.5586        -10527541         5351.583        1363613.6       -341.66168
              -12              -18                7        6120160.5        -8968.957        -10247318        5141.1533        1663644.6       -530.89417
              -11              -18                7          5901766       -8645.1797         -9969253        4927.4404        1981723.1       -800.79205
              -10              -18                7          5685849       -8282.3154         -9656001        4647.8931        2291803.8       -1053.9127
               -9              -18                7        5472408.5       -7880.3633         -9307559        4302.5098        2593886.8       -1290.2556
               -8              -18                7          4859596       -7189.3218         -9237296         3687.604        2875837.5       -1290.8235
               -7              -18                7          4259612       -6373.9175       -8318494.5        3279.1108        3410322.5       -1293.9951
               -6              -18                7        3646497.8       -5538.8477       -7342217.5        2850.4517        3892645.5       -1300.6772
               -5              -18                7        3020254.3       -4684.1123         -6308467        2401.6279        4322806.5       -1310.8704
               -4              -18                7          2380880       -3809.7129       -5217240.5        1932.6387        4700804.5       -1324.5739
               -3              -18                7          1728376       -2915.6479         -4068539        1443.4846          5026641       -1341.7881
               -2              -18                7          1062742       -2001.9177       -2862361.5        934.16528          5300315       -1362.5132
               -1              -18                7        444589.16       -1056.6553       -1258306.1        384.69519          5266102       -1442.5172
                0              -18                7       -283339.94       -121.94839        605584.13       -324.06116        4835893.5       -1608.1311
                1              -18                7       -834362.88        852.19879        2007104.6       -917.37952          4908945       -1714.0219
                2              -18                7       -1413024.3        1804.6517        3288379.5       -1471.9126        4805024.5       -1724.8862
                3              -18                7       -1986379.4        2732.5378          4514279        -2020.006          4653095       -1709.2966
                4              -18                7         -2554428        3635.8574          5684802       -2561.6597        4453155.5       -1667.2533
                5              -18                7         -3117171        4514.6104        6799950.5        -3096.874          4205207       -1598.7561
                6              -18                7       -3674607.3        5368.7964        7859721.5       -3625.6484          3909248       -1503.8051
                7              -18                7         -4226738         6198.416          8864119       -4147.9839        3565279.8       -1382.4001
                8              -18                7       -4889167.5        6938.2539          9593311       -4563.8525        3164334.8        -1260.345
                9              -18                7       -5485507.5        7457.2285          9957963       -5031.2383          2800923        -1152.772
               10              -18                7       -5817696.5        7982.9102         10520492       -5651.2412          2487099       -1000.9996
               11              -18                7         -6123505        8476.0488         11009770       -6153.7646          2171529       -854.91931
               12              -18                7       -6404081.5        8937.0176         11419962       -6537.9766        1856434.6       -714.00031
               13              -18                7       -6717835.5        9411.1758         11584106       -6817.9946        1610543.1       -552.93744
               14              -18                7       -7008135.5        9817.7451         11638388       -6960.9673        1362864.5       -492.54376
               15              -18                7         -7251669        10188.119         11601966       -7026.6519        1102600.3       -420.37878
               16              -18                7       -7448441.5        10522.339         11474868       -7015.0938         829746.5       -336.37479
               17              -18                7       -7598451.5        10820.402         11257094        -6926.293        544303.13       -240.53185
               18              -18                7       -7701700.5         11082.31         10948642       -6760.2505        246270.39       -132.84988
              -18              -17                7          7307405       -10678.139        -10580052        6174.8672       -342928.44       -152.08096
              -17              -17                7        7109538.5       -10444.768        -10566383        5936.6802       -111092.31       -210.77045
              -16              -17                7        6877843.5       -10171.942        -10532292        5709.5962        148123.53       -276.72507
              -15              -17                7          6612319        -9859.665        -10477780        5493.6147        434719.19       -349.94489
              -14              -17                7          6335292       -9545.8428        -10323922        5254.3042        718845.88       -419.85309
              -13              -17                7          6072480       -9247.9453        -10032180        4962.0991        988328.69        -492.6203
              -12              -17                7          5811835       -8937.2051         -9661762        4638.7856        1266319.5       -579.77264
              -11              -17                7          5565848       -8605.5303         -9312032        4374.3691        1581477.8       -821.14777
              -10              -17                7          5325592       -8235.3711         -8948727        4071.4155        1897898.3       -1085.7839
               -9              -17                7          5087814       -7826.1245         -8550233        3702.6262          2206321       -1333.6429
               -8              -17                7          4411209       -7107.0469         -8684528        2972.2854        2624753.5       -1308.1843
               -7              -17                7        3929781.3       -6254.9922         -8193772        2403.0076        3330165.5       -1381.1787
               -6              -17                7        3405507.3       -5428.5786       -7133389.5        1940.3635        4044884.5       -1401.9795
               -5              -17                7          2868103       -4582.4985         -6015530        1457.5542          4707442       -1426.2906
               -4              -17                7          2317569       -3716.7546       -4840196.5        954.57983        5317836.5       -1454.1125
               -3              -17                7        1753904.9       -2831.3447         -3607387        431.44031          5876069       -1485.4453
               -2              -17                7        1274518.3       -2020.4692       -1656508.8       -278.95544        5608622.5       -1636.3992
               -1              -17                7        709079.63        -1118.269        262278.88       -935.64185          5070087       -1743.5935
                0              -17                7       -99216.719       -277.36182        2015601.3       -1641.6331          5065943       -1874.8828
                1              -17                7       -743956.06         758.2619          3363591       -2145.2798          5070751       -1878.5837
                2              -17                7       -1367734.3        1768.2346        4621395.5       -2620.1345          5004798        -1833.498
                3              -17                7       -1986205.8        2753.6406        5823824.5       -3088.5498          4890835       -1761.9585
                4              -17                7       -2599371.5          3714.48          6970877       -3550.5249          4728863       -1663.9652
                5              -17                7         -3207231        4650.7524          8062555        -4006.061          4518880       -1539.5181
                6              -17                7       -3809783.5        5562.4585          9098856       -4455.1572        4260888.5       -1388.6172
                7              -17                7         -4407031        6449.5981         10079783       -4897.8145        3954886.8       -1211.2622
                8              -17                7         -5372856        7089.3408         10134655        -4979.061        3566319.5        -1142.938
                9              -17                7       -6110626.5        7582.5879         10175101       -5102.0552        3190741.5       -1105.3612
               10              -17                7         -6394590         8073.043         10681404       -5642.1519        2873740.3       -956.17322
               11              -17                7         -6652173        8530.9541         11114456        -6064.769        2554994.3       -812.67737
               12              -17                7         -6879829        8954.0244         11307529       -6351.8369        2289382.3       -675.53351
               13              -17                7         -7119222        9402.6973         11415742       -6587.4707        2033436.9       -529.23688
               14              -17                7       -7375521.5        9884.0059         11483599       -6783.9043          1773347       -371.97241
               15              -17                7         -7615468        10279.229         11457995       -6849.8486          1511997       -305.01324
               16              -17                7         -7808120        10628.287         11338236       -6830.0947        1238817.8       -237.79916
               17              -17                7       -7954010.5         10941.19         11127804       -6733.0996        953048.94       -158.74606
               18              -17                7         -8053139        11217.938         10826693       -6558.8618        654690.69       -67.853989
              -18              -16                7          7192872       -10617.718        -10360126        5977.2393       -721106.06       -277.26169
              -17              -16                7          6963006       -10368.105        -10307920        5720.1528       -481197.31        -346.0538
              -16              -16                7        6699311.5       -10079.041        -10235292        5474.1704       -213908.81       -422.11105
              -15              -16                7          6391235       -9780.6699        -10097002        5213.1533         59451.75       -490.96783
              -14              -16                7        6066787.5        -9491.166         -9851875        4906.8232        325989.84       -558.99176
              -13              -16                7        5744506.5       -9188.8223         -9528074        4569.3867        601035.63       -641.40051
              -12              -16                7          5424391       -8873.6367         -9125594        4200.8408        884588.75       -738.19446
              -11              -16                7          5108016       -8544.8984         -8648265        3804.9595        1177596.3       -854.51318
              -10              -16                7          4843421       -8167.4443         -8234909        3478.5994        1500356.4        -1130.665
               -9              -16                7          4526869       -7734.9453       -7833257.5        3056.0771          1834479       -1353.7576
               -8              -16                7        3874105.8       -7019.0366         -7724851        2366.2849        2528001.5        -1341.084
               -7              -16                7          3562548       -6098.2231         -7356488        1776.0784          3544459       -1549.7502
               -6              -16                7        3241145.3       -5199.5029       -6404344.5        1268.2031        4579336.5       -1690.7244
               -5              -16                7        2792581.5       -4362.0791       -5202378.5        751.40833        5474289.5       -1729.1538
               -4              -16                7          2400719       -3628.3467       -3626307.3        41.083008          5929518       -1797.3945
               -3              -16                7        1912712.8       -2942.6514       -1775354.5       -766.90601        5794012.5       -1874.8157
               -2              -16                7        1197622.8       -2148.8413       -35034.031       -1446.9128          5444128       -1925.0509
               -1              -16                7        617804.25       -1321.3878        1555277.4       -2109.5154          5001538       -1877.2526
                0              -16                7        18932.281       -515.38049        3143589.3       -2708.0293        5202722.5       -1957.9641
                1              -16                7       -900593.75        518.87836          4679467       -3307.9829          5196758       -1912.6548
                2              -16                7       -1569488.5        1586.3713          5913801       -3703.1597          5168771        -1811.619
                3              -16                7         -2233077        2629.2976          7092760       -4091.8965          5092775       -1684.1295
                4              -16                7       -2891359.3         3647.657          8216343       -4474.1938          4968769        -1530.186
                5              -16                7       -3544334.8        4641.4492          9284549       -4850.0513        4796753.5       -1349.7889
                6              -16                7       -4192004.8        5610.6753         10297381       -5219.4697          4576728        -1142.938
                7              -16                7         -5063415        6475.6709         10705340       -5408.8735        4272221.5       -991.83563
                8              -16                7         -5957602        7159.3477         10671994       -5407.8921        3935448.5       -940.96124
                9              -16                7         -6716127        7683.4761         10505198       -5299.6973        3596220.5       -959.89679
               10              -16                7         -7012762        8133.6455         10853647       -5664.4951        3273069.5       -842.44196
               11              -16                7         -7182595        8527.1553         11094645       -5974.8774        2987684.3       -717.45551
               12              -16                7         -7330721        8917.7109         11187286        -6205.332        2725829.5       -596.89301
               13              -16                7       -7495753.5        9340.9014         11239568       -6396.5835        2459830.3       -465.36249
               14              -16                7       -7677692.5        9796.7275         11251493       -6548.6338        2189686.8       -322.86423
               15              -16                7       -7876537.5        10285.187         11223060       -6661.4814        1915398.8        -169.3979
               16              -16                7         -8065452        10675.563         11115456        -6651.166        1640203.4       -95.647995
               17              -16                7         -8207222        11003.305         10912364       -6545.9756        1354109.1       -33.384781
               18              -16                7         -8302230        11294.892         10618595        -6363.543        1055425.4        40.717453
              -18              -15                7          7100814       -10519.766        -10060435        5786.8838         -1125096       -408.28378
              -17              -15                7        6838949.5       -10253.913         -9969692        5510.8994       -877114.69        -487.1785
              -16              -15                7          6500010       -9971.0352         -9846780        5228.1289       -614568.38       -555.00616
              -15              -15                7          6113926       -9689.9277         -9648270        4907.6748       -350975.09       -618.28674
              -14              -15                7          5730009       -9395.9795         -9371082        4556.1133       -78874.563       -695.95215
              -13              -15                7        5348257.5       -9089.1885         -9015218        4173.4434        201733.91       -788.00256
              -12              -15                7        4968672.5       -8769.5566         -8580679        3759.6665        490849.63       -894.43781
              -11              -15                7          4591254        -8437.084       -8067464.5        3314.7808        788473.19       -1015.2585
              -10              -15                7          4239336       -8078.5352         -7514546        2869.4448        1099178.5       -1188.5559
               -9              -15                7          3825383       -7621.5947         -7085104        2392.9346        1531170.8        -1366.192
               -8              -15                7          3232962       -6920.5527         -6693064        1766.3888          2502090       -1388.7026
               -7              -15                7        2981747.5        -6014.605         -6041067        1239.4282        3795945.3       -1632.5529
               -6              -15                7        3071739.5        -4903.751         -5129113        812.05322          5412735       -2097.7427
               -5              -15                7        2874150.5       -4406.7388       -3335326.5       -203.81555          5736459       -2184.4343
               -4              -15                7          2358578       -3833.1501         -1655961       -1086.5916        5800899.5       -2175.6755
               -3              -15                7        1615921.9       -3151.4456       -87226.094       -1841.3877        5650961.5       -2139.7317
               -2              -15                7        646182.38       -2361.6262        1370876.4       -2468.2017          5286643       -2076.6021
               -1              -15                7           222177        -1618.293          2826758       -3160.8013        5024637.5       -1892.6755
                0              -15                7       -221400.56       -869.33636        4298143.5       -3656.5806          5341026       -1919.4797
                1              -15                7       -1356551.9        131.66861          5957851       -4363.7153        5297565.5       -1805.8021
                2              -15                7       -2018286.1        1259.0613          7165595       -4720.9868          5296944       -1659.2493
                3              -15                7         -2726991        2359.5073        8321082.5       -5030.0449          5258914       -1475.8097
                4              -15                7       -3430390.3         3435.387          9421195       -5332.6646          5172875       -1265.9165
                5              -15                7       -4128482.8        4486.6997         10465932       -5628.8438        5038826.5       -1029.5691
                6              -15                7       -4928767.5        5509.1416         11188023       -5862.6621        4830743.5       -804.88416
                7              -15                7         -5853915        6408.4814         11263399       -5910.1094          4552459       -694.74451
                8              -15                7         -6643402        7148.2744         11205326       -5850.3442          4271720       -654.41473
                9              -15                7       -7297228.5          7728.52         11013802       -5683.3672          3988527       -683.89465
               10              -15                7         -7626132        8130.5684         10945453       -5687.1167        3705449.5       -678.70337
               11              -15                7         -7682992        8463.0068         11022524       -5912.3906        3437685.3         -583.875
               12              -15                7         -7756758        8828.0801         11059236       -6098.4619        3165776.8       -478.07855
               13              -15                7         -7847429        9225.7871         11055586       -6245.3311        2889723.8        -361.3143
               14              -15                7         -7955008        9656.1289         11011580       -6352.9985        2609526.5       -233.58214
               15              -15                7       -8079492.5        10119.105         10927215       -6421.4629        2325184.8       -94.882095
               16              -15                7       -8220882.5        10614.718         10802490       -6450.7261        2036697.8        54.785812
               17              -15                7         -8358087        11006.748         10610774       -6364.9219        1747483.8        135.55203
               18              -15                7         -8448976        11313.174         10324346       -6174.2939        1448474.5        192.86441
              -18              -14                7        7031232.5       -10384.281         -9680980        5603.8018       -1554898.8       -545.14728
              -17              -14                7        6661617.5       -10116.941         -9573257          5299.23       -1303214.9       -611.96844
              -16              -14                7        6213897.5       -9844.2295         -9421361        4964.6519       -1042566.5       -670.50543
              -15              -14                7          5768344       -9558.6768         -9190790        4598.9658       -773410.63       -743.42743
