           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          3658471        1769752.4       -3538356.5         -1810680        9022.2637         -13901.6
              -17              -18                7          3298576        1867462.3         -3551583       -1961229.9       -485587.63        560346.81
              -16              -18                7        2918070.5        1958682.1       -3580104.3       -2119741.8       -895729.19        1131029.3
              -15              -18                7        2516954.3        2043412.9       -3623919.5         -2286216       -1221402.1        1698145.1
              -14              -18                7        2095226.9        2121653.8       -3683029.5         -2460653       -1462606.5        2261694.8
              -13              -18                7          1700743        2191462.3         -3695550       -2616507.5       -1614114.8        2805952.8
              -12              -18                7        1400745.8        2245528.5         -3634967         -2733662       -1607582.8          3265586
              -11              -18                7          1160557        2298906.3       -3554373.3       -2846787.5       -1504242.3        3668660.5
              -10              -18                7        943790.56        2363559.5       -3455235.3         -2970476       -1369617.6        4066459.5
               -9              -18                7        750446.31        2439487.8         -3337553       -3104726.3       -1203708.8          4458983
               -8              -18                7       -152519.31          2439901       -3854070.8       -3526935.5       -848574.88        4819293.5
               -7              -18                7       -785868.63          2609313       -4092349.5       -3809276.8       -377893.94        5364793.5
               -6              -18                7       -1338314.6        2791622.5         -4271130         -4072588        106535.69        5809583.5
               -5              -18                7         -1809857        2986829.5       -4390410.5       -4316870.5        604713.88          6153662
               -4              -18                7       -2200495.8        3194933.5         -4450192         -4542123        1116640.8        6397030.5
               -3              -18                7       -2510231.5        3415935.5         -4450475         -4748346        1642315.9        6539688.5
               -2              -18                7       -2739063.5        3649834.5       -4391258.5         -4935540          2181740        6581635.5
               -1              -18                7       -2855970.5        3912841.5         -4022333         -5022033          2562006        6526352.5
                0              -18                7       -3035271.8        4148122.5         -4086944       -5139061.5        2955712.5          6248283
                1              -18                7       -3229013.5          4247248       -3780940.5         -5039766        2866012.3        5778298.5
                2              -18                7       -3226431.8        4363017.5         -3690197       -5016218.5        3195731.5          5404849
                3              -18                7       -3098698.5          4464116       -3594610.5         -4995326        3534483.8          5021828
                4              -18                7       -2845814.5          4550545         -3494182         -4977089        3882268.5          4629236
                5              -18                7       -2467778.5        4622302.5         -3388911       -4961506.5          4239086          4227073
                6              -18                7       -1964591.3          4679390       -3278796.8         -4948580          4604936          3815339
                7              -18                7       -1336252.4          4721808         -3163841         -4938308          4979819        3394034.3
                8              -18                7       -793460.13          4714869         -2940338         -4840516          5128466        2983759.5
                9              -18                7       -849312.81          4629077         -2572599         -4719557          4750431          2591731
               10              -18                7       -817403.25          4582227       -2359428.8         -4767292          4535438        2202909.3
               11              -18                7       -767256.25        4525116.5       -2156012.5         -4801997          4290390        1836888.8
               12              -18                7       -697272.38        4459219.5       -1970943.6         -4823058        4020877.3          1494857
               13              -18                7       -541910.31          4441408       -2039390.3       -4807041.5          3885776        1209619.1
               14              -18                7       -330543.41        4402357.5         -1746489         -4676716        3413738.3        888767.31
               15              -18                7       -123386.06          4372912         -1449478         -4537625        2876847.3           622223
               16              -18                7        79541.188        4353089.5       -1148556.8         -4389829        2275267.8        410028.34
               17              -18                7        278238.31          4342890       -843725.25       -4233327.5        1608999.8        252183.53
               18              -18                7        472705.38          4342315        -534983.5         -4068121        878043.38        148688.47
              -18              -17                7        3625993.3        1911094.9         -3213058       -1907990.6        489029.09       -573895.88
              -17              -17                7        3232247.5        2006304.9       -3187083.3       -2053450.9        6603.0957        67.119629
              -16              -17                7        2817890.5        2095025.3         -3176403       -2206873.8        -391354.5        570463.75
              -15              -17                7        2382922.8        2177256.3       -3181016.8       -2368258.8       -704843.56        1137294.1
              -14              -17                7        1949960.6          2244302       -3155191.3       -2514446.5       -936970.69        1687895.6
              -13              -17                7        1539129.3        2300566.5       -3070584.8       -2639449.3       -1083543.5          2218861
              -12              -17                7        1136341.5          2355313         -2959599       -2762325.8       -1140423.1        2740569.5
              -11              -17                7        863896.69        2401750.5       -2855844.5       -2872388.5       -1047169.7        3166387.5
              -10              -17                7         645450.5        2456344.8         -2741573       -2988879.5       -900646.38        3563721.8
               -9              -17                7        450426.91        2522214.3       -2608757.5       -3115933.3          -722839        3955780.8
               -8              -17                7       -798079.56        2422742.8       -3192701.8         -3584221       -101402.29          4260148
               -7              -17                7       -1688981.3        2460188.8       -3603710.8         -3972954        803392.31        4697646.5
               -6              -17                7         -2201276        2643459.3         -3796474       -4270839.5        1580611.1          5202820
               -5              -17                7       -2632667.5        2839627.5       -3929738.8       -4549696.5          2371579        5607284.5
               -4              -17                7         -2983156          3048693       -4003503.5         -4809523        3176295.3          5911038
               -3              -17                7       -3252740.8        3270656.3       -4017769.5         -5050320        3994759.8          6114081
               -2              -17                7         -3175653        3589965.5       -3297150.8         -5126466        3871094.3        6044276.5
               -1              -17                7       -3295815.5          3824538       -2831595.3         -5231370          3746566          5884543
                0              -17                7       -3712616.3        4027283.3       -3077407.3       -5405412.5          4870510          5799994
                1              -17                7         -3722454          4199103       -2933303.8         -5336411          4927425          5437977
                2              -17                7         -3604037          4358180         -2819935       -5282853.5          5201123          5114075
                3              -17                7       -3360468.8          4502588       -2701723.5       -5231950.5          5483854          4780602
                4              -17                7         -2991749          4632325         -2578670         -5183703          5775617          4437558
                5              -17                7       -2497877.5          4747392       -2450773.3         -5138110        6076413.5          4084942
                6              -17                7       -1878855.3          4847789       -2318034.8       -5095172.5          6386243        3722755.8
                7              -17                7       -1134680.8          4933515       -2180453.3         -5054891        6705104.5        3350998.3
                8              -17                7        -983413.5          4869860       -1809324.4       -4739370.5        6122679.5        3007699.3
                9              -17                7       -1024537.5        4724183.5       -1385994.9         -4442815          5461854          2610802
               10              -17                7       -979482.06          4671266       -1227595.9         -4482890          5230758        2241219.3
               11              -17                7          -916189          4608087       -1078951.4         -4509935          4969605        1894438.1
               12              -17                7          -794090          4569590         -1165101         -4512394        4795984.5        1586733.8
               13              -17                7       -617188.38          4547687       -1254503.3       -4491875.5        4591114.5        1297823.8
               14              -17                7       -392598.63        4535742.5         -1284657       -4450459.5        4322578.5        1022798.6
               15              -17                7       -162884.25        4506791.5       -1041455.8         -4326315        3763128.5        747234.69
               16              -17                7        60404.813        4484409.5       -767117.25       -4185797.8        3113148.3        522307.44
               17              -17                7        279463.81        4471651.5       -488868.66       -4036575.5          2398480        351730.03
               18              -17                7        494292.63        4468516.5       -206709.94       -3878647.5          1619123        235502.38
